name,order_ID,service_time,order_wt,order_type,delivery_start,delivery_end,address,city,county,lat,lng
NV Mart,45632,64,10659.79,Business,2022-03-17T09:58:00,2022-03-17T16:58:00,"1101 Merritt St, Fort Worth, Texas, 76114",Fort Worth,TARRANT COUNTY,32.7777005885,-97.3969445179
NV Mart,95770,74,9469.13,Retailer,2022-03-17T10:29:00,2022-03-17T17:31:00,"1100 Raider Dr, Euless, Texas, 76040",Euless,TARRANT COUNTY,32.8211704375,-97.1347774459
NV Mart,94748,34,3026.95,Retailer,2022-03-17T13:20:00,2022-03-17T17:15:00,"4500 Skyline Dr, Rowlett, Texas, 75088",Rowlett,DALLAS COUNTY,32.9010516093,-96.5628453235
NV Mart,23166,55,4138.76,Business,2022-03-17T09:44:00,2022-03-17T16:21:00,"10300 Huntington Rd, Frisco, Texas, 75035",Frisco,COLLIN COUNTY,33.1476730589,-96.7909350976
NV Mart,86418,44,6350.11,Business,2022-03-17T11:34:00,2022-03-17T17:00:00,"6170 N Mason Blvd, Forney, Texas, 75126",Forney,KAUFMAN COUNTY,32.7671810066,-96.4064199833
NV Mart,60233,58,5401.41,Retailer,2022-03-17T11:48:00,2022-03-17T17:12:00,"16500 Shadybank Dr, Dallas, Texas, 75248",Dallas,DALLAS COUNTY,32.973747143,-96.7916479785
NV Mart,37006,46,8993.28,Business,2022-03-17T11:18:00,2022-03-17T16:52:00,"2800 Sudith Ln, Midlothian, Texas, 76065",Midlothian,ELLIS COUNTY,32.453156315,-96.9717846331
NV Mart,53817,27,8242.4,Retailer,2022-03-17T09:21:00,2022-03-17T17:39:00,"1075 Escalante Trl, Prosper, Texas, 75078",Prosper,COLLIN COUNTY,33.246137329,-96.7356970146
NV Mart,23625,26,1170.23,Retailer,2022-03-17T13:35:00,2022-03-17T17:34:00,"601 E Harris Rd, Arlington, Texas, 76002",Arlington,TARRANT COUNTY,32.6265125129,-97.10328278
NV Mart,57747,56,11374.78,Retailer,2022-03-17T09:19:00,2022-03-17T17:22:00,"Keene, Texas, 76059",Keene,JOHNSON COUNTY,32.39381,-97.326505
NV Mart,64517,40,9595.0,Retailer,2022-03-17T10:13:00,2022-03-17T16:49:00,"210 S Woodrow Ln, Denton, Texas, 76205",Denton,DENTON COUNTY,33.2120500147,-97.1120175613
NV Mart,69103,52,7895.38,Business,2022-03-17T09:51:00,2022-03-17T17:46:00,"2720 Hollandale Ln, Dallas, Texas, 75234",Dallas,DALLAS COUNTY,32.9431425514,-96.8891359665
NV Mart,88295,55,11574.85,Restaurant,2022-03-17T11:30:00,2022-03-17T17:37:00,"2800 Hillcrest Dr, Irving, Texas, 75062",Irving,DALLAS COUNTY,32.8451130087,-96.9663224821
NV Mart,92836,32,4792.45,Business,2022-03-17T12:31:00,2022-03-17T16:18:00,"3801 Merrett Dr, Fort Worth, Texas, 76135",Fort Worth,TARRANT COUNTY,32.8110803444,-97.4373411003
NV Mart,57296,60,2352.18,Business,2022-03-17T10:40:00,2022-03-17T16:36:00,"1111 Gibbins Rd, Arlington, Texas, 76011",Arlington,TARRANT COUNTY,32.7518530203,-97.1112925266
NV Mart,85808,33,6460.16,Retailer,2022-03-17T12:42:00,2022-03-17T16:56:00,"6801 Meadowbrook Dr, Fort Worth, Texas, 76112",Fort Worth,TARRANT COUNTY,32.7460235324,-97.212927126
NV Mart,27277,42,847.82,Retailer,2022-03-17T10:01:00,2022-03-17T16:55:00,"5533 Whitman Ave, Fort Worth, Texas, 76133",Fort Worth,TARRANT COUNTY,32.6645446861,-97.3837811581
NV Mart,52545,39,11550.68,Retailer,2022-03-17T09:03:00,2022-03-17T16:16:00,"1300 19th St, Plano, Texas, 75074",Plano,COLLIN COUNTY,33.0259924675,-96.6968370027
NV Mart,43624,70,9988.61,Restaurant,2022-03-17T09:52:00,2022-03-17T16:28:00,"9610 Bruton Rd, Dallas, Texas, 75217",Dallas,DALLAS COUNTY,32.7486125346,-96.6561089999
NV Mart,39558,69,4746.49,Retailer,2022-03-17T10:38:00,2022-03-17T16:14:00,"100 Elk Dr, Burleson, Texas, 76028",Burleson,JOHNSON COUNTY,32.5285332196,-97.3484798508
NV Mart,62173,63,11294.31,Retailer,2022-03-17T09:10:00,2022-03-17T17:48:00,"1616 Montgomery, Prosper, Texas, 75078",Prosper,COLLIN COUNTY,33.2643830139,-96.8084790077
NV Mart,87584,26,11396.65,Retailer,2022-03-17T13:32:00,2022-03-17T17:58:00,"1325 Glendover Dr, Allen, Texas, 75013",Allen,COLLIN COUNTY,33.1197956871,-96.7018009334
NV Mart,58050,59,9318.45,Business,2022-03-17T09:42:00,2022-03-17T16:03:00,"8307 Meadow Rd, Dallas, Texas, 75231",Dallas,DALLAS COUNTY,32.8868319201,-96.7614265237
NV Mart,96826,28,10881.15,Restaurant,2022-03-17T13:11:00,2022-03-17T16:11:00,"513 N 3rd St, Mabank, Texas, 75147",Mabank,KAUFMAN COUNTY,32.3710272845,-96.0988814179
NV Mart,36225,32,11108.76,Business,2022-03-17T09:01:00,2022-03-17T17:06:00,"1005 Westridge Ave, Lancaster, Texas, 75146",Lancaster,DALLAS COUNTY,32.601749521,-96.7680989377
NV Mart,13125,29,7602.68,Retailer,2022-03-17T11:59:00,2022-03-17T17:53:00,"3801 W 7th St, Fort Worth, Texas, 76107",Fort Worth,TARRANT COUNTY,32.7514225257,-97.3740701365
NV Mart,71071,61,8048.62,Retailer,2022-03-17T13:35:00,2022-03-17T17:39:00,"815 NW 7th St, Grand Prairie, Texas, 75050",Grand Prairie,DALLAS COUNTY,32.7504658991,-97.0121529684
NV Mart,17843,43,11505.91,Restaurant,2022-03-17T12:09:00,2022-03-17T17:59:00,"1301 N Dooley St, Grapevine, Texas, 76051",Grapevine,TARRANT COUNTY,32.9524434046,-97.0731272907
NV Mart,99236,40,3058.59,Business,2022-03-17T11:06:00,2022-03-17T16:54:00,"1600 S Josey Ln, Carrollton, Texas, 75006",Carrollton,DALLAS COUNTY,32.9479779876,-96.8904075012
NV Mart,39444,27,7965.09,Retailer,2022-03-17T09:44:00,2022-03-17T16:14:00,"9901 Hemphill St, Fort Worth, Texas, 76134",Fort Worth,TARRANT COUNTY,32.6106647647,-97.3367373074
NV Mart,18310,57,10077.28,Restaurant,2022-03-17T10:00:00,2022-03-17T16:00:00,"6101 McCart Ave, Fort Worth, Texas, 76133",Fort Worth,TARRANT COUNTY,32.6574023825,-97.3594489123
NV Mart,15660,62,7299.39,Business,2022-03-17T11:04:00,2022-03-17T16:01:00,"829 S Harrison St, Pilot Point, Texas, 76258",Pilot Point,DENTON COUNTY,33.3890108501,-96.9545389511
NV Mart,12485,69,9653.73,Retailer,2022-03-17T13:11:00,2022-03-17T16:01:00,"2100 Clover Ln, Fort Worth, Texas, 76107",Fort Worth,TARRANT COUNTY,32.7387212602,-97.3785686201
NV Mart,18048,36,2030.37,Retailer,2022-03-17T12:41:00,2022-03-17T17:20:00,"4501 W Pleasant Ridge Rd, Arlington, Texas, 76016",Arlington,TARRANT COUNTY,32.6824774745,-97.1800490269
NV Mart,42176,73,1212.5,Retailer,2022-03-17T11:48:00,2022-03-17T17:11:00,"620 N Murphy Rd, Plano, Texas, 75094",Plano,COLLIN COUNTY,33.0235984703,-96.6123446527
NV Mart,34494,70,8607.62,Retailer,2022-03-17T13:21:00,2022-03-17T17:06:00,"1900 S Collins St, Arlington, Texas, 76010",Arlington,TARRANT COUNTY,32.7144296666,-97.0975403381
NV Mart,37460,21,945.75,Retailer,2022-03-17T11:17:00,2022-03-17T16:15:00,"2120 W Jefferson Blvd, Dallas, Texas, 75208",Dallas,DALLAS COUNTY,32.7469192644,-96.8539819293
NV Mart,52311,72,6042.13,Retailer,2022-03-17T13:30:00,2022-03-17T17:18:00,"5700 Ramey Ave, Fort Worth, Texas, 76112",Fort Worth,TARRANT COUNTY,32.7204524831,-97.2310079808
NV Mart,55964,58,11079.72,Retailer,2022-03-17T11:01:00,2022-03-17T17:59:00,"500 N Industrial Blvd, Euless, Texas, 76039",Euless,TARRANT COUNTY,32.8432930041,-97.0998325372
NV Mart,51957,62,3970.18,Restaurant,2022-03-17T10:58:00,2022-03-17T17:45:00,"3114 Pinewood Dr, Garland, Texas, 75044",Garland,DALLAS COUNTY,32.9575225445,-96.6768090318
NV Mart,82642,21,6919.65,Retailer,2022-03-17T10:06:00,2022-03-17T17:09:00,"470 Washington Ave, Waxahachie, Texas, 75165",Waxahachie,ELLIS COUNTY,32.4294551008,-96.8246584278
NV Mart,55573,35,6948.98,Restaurant,2022-03-17T11:24:00,2022-03-17T17:02:00,"1601 E Henderson St, Cleburne, Texas, 76031",Cleburne,JOHNSON COUNTY,32.3625160066,-97.3632780171
NV Mart,27120,69,7534.46,Restaurant,2022-03-17T11:38:00,2022-03-17T17:17:00,"Old Denton Rd, Keller, Texas, 76244",Keller,TARRANT COUNTY,32.9609242923,-97.2985043036
NV Mart,32667,45,6499.65,Business,2022-03-17T10:20:00,2022-03-17T17:15:00,"3610 Longmire Dr, College Station, Texas, 77845",College Station,DALLAS COUNTY,30.5771098615,-96.2841455342
NV Mart,95339,58,685.89,Restaurant,2022-03-17T10:04:00,2022-03-17T17:13:00,"1807 Centennial Blvd, San Antonio, Texas, 78211",San Antonio,DALLAS COUNTY,29.3766259027,-98.5367590462
NV Mart,20312,65,1087.98,Business,2022-03-17T13:56:00,2022-03-17T16:17:00,"301 W Camp Wisdom Rd, Dallas, Texas, 75232",Dallas,DALLAS COUNTY,32.6641850186,-96.825033015
NV Mart,78248,74,4809.29,Restaurant,2022-03-17T11:49:00,2022-03-17T17:41:00,"6800 Springdale Ln, North Richland Hills, Texas, 76182",North Richland Hills,TARRANT COUNTY,32.8765658908,-97.2320620051
NV Mart,84938,57,4268.97,Restaurant,2022-03-17T11:34:00,2022-03-17T17:34:00,"2400 Forest Vista Dr, Flower Mound, Texas, 75028",Flower Mound,DENTON COUNTY,33.0191676286,-97.0651942385
NV Mart,28929,30,6988.73,Restaurant,2022-03-17T13:47:00,2022-03-17T17:59:00,"2015 S Country Club Rd, Garland, Texas, 75041",Garland,DALLAS COUNTY,32.8935460341,-96.6137343722
NV Mart,11477,41,1061.01,Business,2022-03-17T10:11:00,2022-03-17T17:06:00,"1900 Timber Ridge Dr, Frisco, Texas, 75036",Frisco,COLLIN COUNTY,33.1294011386,-96.8736082394
NV Mart,74714,72,9146.82,Business,2022-03-17T10:50:00,2022-03-17T17:52:00,"550 S Utah St, Celina, Texas, 75009",Celina,COLLIN COUNTY,33.3177188241,-96.7926860772
NV Mart,91747,48,3771.66,Restaurant,2022-03-17T11:03:00,2022-03-17T16:40:00,"2100 Copper Ridge Dr, Richardson, Texas, 75080",Richardson,DALLAS COUNTY,32.9816141459,-96.7406906172
NV Mart,13639,35,9609.58,Business,2022-03-17T09:18:00,2022-03-17T17:47:00,"1745 Hutton Dr, Carrollton, Texas, 75006",Carrollton,DALLAS COUNTY,32.9411734747,-96.9165569436
NV Mart,28117,74,1266.09,Restaurant,2022-03-17T09:46:00,2022-03-17T17:00:00,"Matlock Rd, Arlington, Texas, 76002",Arlington,TARRANT COUNTY,32.6447147198,-97.1153260584
NV Mart,38118,66,8674.73,Business,2022-03-17T10:17:00,2022-03-17T17:23:00,"205 3rd Ave, Milford, Texas, 76670",Milford,ELLIS COUNTY,32.1202196191,-96.9507406917
NV Mart,88424,22,9289.07,Retailer,2022-03-17T13:00:00,2022-03-17T17:16:00,"606 E Royal Ln, Irving, Texas, 75039",Irving,DALLAS COUNTY,32.8955725268,-96.933179012
NV Mart,72544,31,6586.55,Business,2022-03-17T13:44:00,2022-03-17T17:11:00,"2272 FM 878, Waxahachie, Texas, 75165",Waxahachie,ELLIS COUNTY,32.3972144455,-96.7979441289
NV Mart,47601,54,9034.22,Restaurant,2022-03-17T09:48:00,2022-03-17T16:48:00,"1000 FM-2931, Aubrey, Texas, 76227",Aubrey,DENTON COUNTY,33.2262948399,-96.9648350395
NV Mart,43884,46,939.96,Retailer,2022-03-17T10:22:00,2022-03-17T16:48:00,"12300 Pleasant Valley Dr, Dallas, Texas, 75243",Dallas,DALLAS COUNTY,32.9152975338,-96.7232055481
NV Mart,15649,53,11993.8,Restaurant,2022-03-17T13:31:00,2022-03-17T16:00:00,"368 N Greenville Ave, Allen, Texas, 75002",Allen,COLLIN COUNTY,33.1054077828,-96.6581636699
NV Mart,90113,36,4048.95,Restaurant,2022-03-17T11:23:00,2022-03-17T17:12:00,"800 N Westmoreland Rd, Desoto, Texas, 75115",Desoto,DALLAS COUNTY,32.6019509801,-96.8741425019
NV Mart,64607,64,7515.03,Restaurant,2022-03-17T09:54:00,2022-03-17T16:41:00,"902 E Broad St, Mansfield, Texas, 76063",Mansfield,TARRANT COUNTY,32.5647912792,-97.1313785003
NV Mart,44593,24,8856.26,Business,2022-03-17T11:44:00,2022-03-17T17:21:00,"1010 Boyd Rd, Azle, Texas, 76020",Azle,TARRANT COUNTY,32.9116359832,-97.5434924558
NV Mart,70567,39,7136.81,Business,2022-03-17T10:32:00,2022-03-17T16:06:00,"Keene, Texas, 76059",Keene,JOHNSON COUNTY,32.39381,-97.326505
NV Mart,89249,41,6712.95,Restaurant,2022-03-17T12:21:00,2022-03-17T16:03:00,"500 Harmon Rd, Hurst, Texas, 76053",Hurst,TARRANT COUNTY,32.8177810054,-97.1727924781
NV Mart,10164,73,2115.94,Business,2022-03-17T10:25:00,2022-03-17T16:56:00,"8001 Jetstar Dr, Irving, Texas, 75063",Irving,DALLAS COUNTY,32.9157628971,-97.0026903865
NV Mart,55761,55,2593.47,Restaurant,2022-03-17T13:10:00,2022-03-17T16:44:00,"3721 Little Rd, Arlington, Texas, 76016",Arlington,TARRANT COUNTY,32.6857748314,-97.1898670854
NV Mart,90025,69,10104.64,Restaurant,2022-03-17T11:33:00,2022-03-17T16:14:00,"PGA Pkwy, Frisco, Texas, 75033",Frisco,COLLIN COUNTY,33.2143961714,-96.846671412
NV Mart,69624,58,8269.01,Retailer,2022-03-17T11:15:00,2022-03-17T16:00:00,"305 Bursey Rd, Keller, Texas, 76248",Keller,TARRANT COUNTY,32.8925464083,-97.2487053635
NV Mart,86311,31,4282.3,Retailer,2022-03-17T11:28:00,2022-03-17T16:37:00,"2272 FM 878, Waxahachie, Texas, 75165",Waxahachie,ELLIS COUNTY,32.3972144455,-96.7979441289
NV Mart,47569,45,5044.0,Restaurant,2022-03-17T13:59:00,2022-03-17T16:06:00,"901 Baurline St, Fort Worth, Texas, 76111",Fort Worth,TARRANT COUNTY,32.7583249392,-97.3062788962
NV Mart,27698,21,7322.15,Restaurant,2022-03-17T12:12:00,2022-03-17T17:45:00,"5300 Pool Rd, Colleyville, Texas, 76034",Colleyville,TARRANT COUNTY,32.8862759903,-97.1251174701
NV Mart,22892,22,11263.94,Business,2022-03-17T09:13:00,2022-03-17T16:16:00,"800 Sommerville Dr, Prosper, Texas, 75078",Prosper,COLLIN COUNTY,33.2251628736,-96.774157545
NV Mart,55546,49,6303.95,Restaurant,2022-03-17T13:32:00,2022-03-17T16:02:00,"401 E Ovilla Rd, Red Oak, Texas, 75154",Red Oak,ELLIS COUNTY,32.5320748671,-96.8477740403
NV Mart,64789,21,5996.04,Retailer,2022-03-17T12:13:00,2022-03-17T17:53:00,"822 W Pleasant Run Rd, Lancaster, Texas, 75146",Lancaster,DALLAS COUNTY,32.6049243345,-96.7705669053
NV Mart,78062,32,8460.38,Restaurant,2022-03-17T09:45:00,2022-03-17T17:42:00,"755 Timber Oaks Ln, Grand Prairie, Texas, 75051",Grand Prairie,TARRANT COUNTY,32.7292240191,-97.051511033
NV Mart,44964,48,4563.86,Restaurant,2022-03-17T10:51:00,2022-03-17T16:36:00,"800 N Blue Mound Rd, Fort Worth, Texas, 76131",Fort Worth,TARRANT COUNTY,32.86922502,-97.3447759717
NV Mart,81874,50,10597.35,Retailer,2022-03-17T11:25:00,2022-03-17T17:54:00,"2220 S Garden Ridge Blvd, Flower Mound, Texas, 75028",Flower Mound,DENTON COUNTY,33.0163513511,-97.0366049078
NV Mart,97700,23,3000.68,Restaurant,2022-03-17T11:31:00,2022-03-17T17:44:00,"311 Peregrine Dr, Mckinney, Texas, 75072",Mckinney,COLLIN COUNTY,33.1987704398,-96.7301352866
NV Mart,73411,47,2627.21,Restaurant,2022-03-17T11:15:00,2022-03-17T17:57:00,"3150 Cardinal Dr, Melissa, Texas, 75454",Melissa,COLLIN COUNTY,33.2910036451,-96.5770067165
NV Mart,27599,62,9014.79,Restaurant,2022-03-17T09:25:00,2022-03-17T16:53:00,"950 Park Blvd, Wylie, Texas, 75098",Wylie,COLLIN COUNTY,33.028943192,-96.555203115
NV Mart,60357,46,9102.32,Retailer,2022-03-17T09:18:00,2022-03-17T17:02:00,"1050 Williams St, Rockwall, Texas, 75087",Rockwall,ROCKWALL COUNTY,32.9364024955,-96.4453820029
NV Mart,93563,36,8817.13,Retailer,2022-03-17T13:17:00,2022-03-17T17:58:00,"11601 W US Highway 175, Crandall, Texas, 75114",Crandall,KAUFMAN COUNTY,32.6341564063,-96.467310998
NV Mart,57993,44,10750.42,Restaurant,2022-03-17T13:52:00,2022-03-17T17:31:00,"951 S Ballard Ave, Wylie, Texas, 75098",Wylie,COLLIN COUNTY,33.0042882243,-96.5403925662
NV Mart,99205,60,8139.21,Business,2022-03-17T12:14:00,2022-03-17T17:05:00,"301 E McKinney St, Denton, Texas, 76201",Denton,DENTON COUNTY,33.2165282141,-97.129601453
NV Mart,74496,25,6566.67,Restaurant,2022-03-17T12:45:00,2022-03-17T16:47:00,"1601 Country Manor Rd, Fort Worth, Texas, 76134",Fort Worth,TARRANT COUNTY,32.6426639374,-97.3434554028
NV Mart,91693,23,7821.5,Retailer,2022-03-17T12:26:00,2022-03-17T16:00:00,"10122 Losa Dr, Dallas, Texas, 75218",Dallas,DALLAS COUNTY,32.837540504,-96.6923203304
NV Mart,83168,71,2599.57,Retailer,2022-03-17T13:32:00,2022-03-17T17:30:00,"2301 Pool Rd, Grapevine, Texas, 76051",Grapevine,TARRANT COUNTY,32.9128480064,-97.1227579644
NV Mart,73231,56,7684.75,Business,2022-03-17T11:35:00,2022-03-17T17:54:00,"4000 Dakota Trl, Fort Worth, Texas, 76135",Fort Worth,TARRANT COUNTY,32.8132041929,-97.4404306698
NV Mart,24995,69,11045.39,Restaurant,2022-03-17T10:51:00,2022-03-17T16:01:00,"3191 W Pipeline Rd, Euless, Texas, 76040",Euless,TARRANT COUNTY,32.8221125634,-97.1378629921
NV Mart,87312,60,3692.06,Retailer,2022-03-17T11:14:00,2022-03-17T17:12:00,"516 Hilltop Ln, Wylie, Texas, 75098",Wylie,COLLIN COUNTY,33.0043643875,-96.5347214213
NV Mart,32191,36,9133.27,Restaurant,2022-03-17T10:59:00,2022-03-17T17:39:00,"2272 FM 878, Waxahachie, Texas, 75165",Waxahachie,ELLIS COUNTY,32.3972144455,-96.7979441289
NV Mart,27569,46,738.0,Business,2022-03-17T10:41:00,2022-03-17T17:17:00,"300 W Bailey St, Ponder, Texas, 76259",Ponder,DENTON COUNTY,33.1835270688,-97.2910348127
NV Mart,98255,31,799.48,Business,2022-03-17T10:56:00,2022-03-17T16:13:00,"3150 Waterwood Dr, Grand Prairie, Texas, 75052",Grand Prairie,DALLAS COUNTY,32.6938412398,-97.0310839997
NV Mart,15505,26,1636.43,Retailer,2022-03-17T09:35:00,2022-03-17T17:20:00,"4520 Maumee Dr, Carrollton, Texas, 75010",Carrollton,DENTON COUNTY,33.0341192675,-96.9217225429
NV Mart,24308,50,1985.94,Restaurant,2022-03-17T11:31:00,2022-03-17T17:23:00,"12500 S Pipeline Rd, Euless, Texas, 76040",Euless,TARRANT COUNTY,32.8224024516,-97.0939797895
NV Mart,99184,62,11261.2,Retailer,2022-03-17T13:08:00,2022-03-17T17:00:00,"3600 Boston Ave, Fort Worth, Texas, 76116",Fort Worth,TARRANT COUNTY,32.7185709973,-97.4547074816
NV Mart,73602,49,628.13,Business,2022-03-17T10:51:00,2022-03-17T16:26:00,"5555 Maple Ave, Dallas, Texas, 75235",Dallas,DALLAS COUNTY,32.820561618,-96.8355704922
NV Mart,62803,43,2287.29,Retailer,2022-03-17T11:26:00,2022-03-17T16:01:00,"2100 W White Ave, Mckinney, Texas, 75069",Mckinney,COLLIN COUNTY,33.2097786866,-96.6354128237
NV Mart,53973,73,11944.57,Retailer,2022-03-17T11:09:00,2022-03-17T16:02:00,"2272 FM 878, Waxahachie, Texas, 75165",Waxahachie,ELLIS COUNTY,32.3972144455,-96.7979441289
NV Mart,77926,29,2718.72,Restaurant,2022-03-17T11:47:00,2022-03-17T17:40:00,"901 Audra Ln, Denton, Texas, 76209",Denton,DENTON COUNTY,33.2221485736,-97.1080461317
NV Mart,47989,59,3317.82,Business,2022-03-17T13:44:00,2022-03-17T17:16:00,"1250 W Belt Line Rd, Richardson, Texas, 75080",Richardson,DALLAS COUNTY,32.9539870159,-96.7623200346
NV Mart,35453,36,3303.86,Business,2022-03-17T13:55:00,2022-03-17T17:01:00,"1012 Study Ln, Carrollton, Texas, 75006",Carrollton,DALLAS COUNTY,32.9699275098,-96.9099540156
NV Mart,53144,46,1780.97,Business,2022-03-17T13:39:00,2022-03-17T16:23:00,"205 SW Thomas St, Burleson, Texas, 76028",Burleson,JOHNSON COUNTY,32.5450254942,-97.3326675581
NV Mart,98161,46,11363.71,Business,2022-03-17T12:44:00,2022-03-17T16:51:00,"1351 High Pointe Ln, Cedar Hill, Texas, 75104",Cedar Hill,DALLAS COUNTY,32.6160135631,-96.9523337666
NV Mart,27762,42,7901.76,Business,2022-03-17T12:45:00,2022-03-17T16:55:00,"1202 FM-359 N, Richmond, Texas, 77406",Richmond,DALLAS COUNTY,29.6124844813,-95.7429426144
NV Mart,95305,60,1897.38,Restaurant,2022-03-17T09:01:00,2022-03-17T17:29:00,"1201 E 8th St, Dallas, Texas, 75203",Dallas,DALLAS COUNTY,32.7512574442,-96.8070710156
NV Mart,86093,33,7585.74,Business,2022-03-17T10:56:00,2022-03-17T17:57:00,"5940 Hollis Ave, Dallas, Texas, 75227",Dallas,DALLAS COUNTY,32.768182183,-96.7203559525
NV Mart,10110,68,9281.35,Restaurant,2022-03-17T10:33:00,2022-03-17T17:32:00,"4405 Hudson Dr, Sachse, Texas, 75048",Sachse,DALLAS COUNTY,32.9580573572,-96.5812716242
NV Mart,88158,72,8192.33,Retailer,2022-03-17T09:05:00,2022-03-17T16:52:00,"915 E McCart St, Krum, Texas, 76249",Krum,DENTON COUNTY,33.2594997172,-97.2260271186
NV Mart,41608,23,8254.47,Business,2022-03-17T10:53:00,2022-03-17T17:27:00,"900 Chestnut St, Aubrey, Texas, 76227",Aubrey,DENTON COUNTY,33.2951552855,-96.9853847739
NV Mart,65774,64,4795.48,Restaurant,2022-03-17T11:04:00,2022-03-17T17:48:00,"4901 Remington Park Dr, Flower Mound, Texas, 75028",Flower Mound,DENTON COUNTY,33.0520022256,-97.0971209915
NV Mart,83779,61,5513.08,Restaurant,2022-03-17T13:08:00,2022-03-17T17:54:00,"5200 S Bowen Rd, Arlington, Texas, 76017",Arlington,TARRANT COUNTY,32.6627330634,-97.1499060267
NV Mart,21448,55,7969.58,Business,2022-03-17T11:08:00,2022-03-17T16:56:00,"3501 S Great Southwest Pkwy, Grand Prairie, Texas, 75052",Grand Prairie,DALLAS COUNTY,32.6855470113,-97.0441725091
NV Mart,24495,66,10249.37,Restaurant,2022-03-17T13:46:00,2022-03-17T17:53:00,"2101 Millmar Dr, Dallas, Texas, 75228",Dallas,DALLAS COUNTY,32.8265506555,-96.6802285131
NV Mart,55196,22,1698.51,Restaurant,2022-03-17T09:03:00,2022-03-17T17:47:00,"7667 Roundrock Rd, Dallas, Texas, 75248",Dallas,DALLAS COUNTY,32.9559275103,-96.7764789969
NV Mart,35847,39,10753.52,Retailer,2022-03-17T12:55:00,2022-03-17T17:17:00,"2001 S Davis Dr, Arlington, Texas, 76013",Arlington,TARRANT COUNTY,32.7123812971,-97.1232549274
NV Mart,58121,64,11008.72,Business,2022-03-17T09:38:00,2022-03-17T17:53:00,"3504 Corn Valley Rd, Grand Prairie, Texas, 75052",Grand Prairie,DALLAS COUNTY,32.6853928681,-97.004610932
NV Mart,82127,46,10731.14,Retailer,2022-03-17T10:32:00,2022-03-17T16:05:00,"10701 Preston Vineyard Dr, Frisco, Texas, 75035",Frisco,COLLIN COUNTY,33.1348122019,-96.7890600659
NV Mart,95571,53,942.25,Business,2022-03-17T11:35:00,2022-03-17T17:59:00,"1100 Raider Dr, Euless, Texas, 76040",Euless,TARRANT COUNTY,32.8211704375,-97.1347774459
NV Mart,88063,42,9414.71,Retailer,2022-03-17T12:03:00,2022-03-17T17:53:00,"6606 Ridgecrest Rd, Dallas, Texas, 75231",Dallas,DALLAS COUNTY,32.8659127852,-96.7495559886
NV Mart,38034,20,6815.98,Business,2022-03-17T11:08:00,2022-03-17T16:04:00,"2101 E Sublett Rd, Arlington, Texas, 76018",Arlington,TARRANT COUNTY,32.6486055332,-97.0715854396
NV Mart,40165,63,6585.83,Retailer,2022-03-17T13:29:00,2022-03-17T16:24:00,"800 Fox Ave, Lewisville, Texas, 75067",Lewisville,DENTON COUNTY,33.0348224673,-97.0091010337
NV Mart,31332,51,9135.72,Business,2022-03-17T10:57:00,2022-03-17T17:11:00,"10327 Rylie Rd, Dallas, Texas, 75217",Dallas,DALLAS COUNTY,32.6929470164,-96.6451980251
NV Mart,97741,39,10189.6,Business,2022-03-17T09:03:00,2022-03-17T17:49:00,"301 Zebra Pkwy, Grandview, Texas, 76050",Grandview,JOHNSON COUNTY,32.2580286266,-97.1790069049
NV Mart,48558,38,11767.01,Business,2022-03-17T13:38:00,2022-03-17T16:32:00,"521 Ashdale Dr, Fort Worth, Texas, 76140",Fort Worth,TARRANT COUNTY,32.6029323752,-97.3271711251
NV Mart,34760,51,7142.78,Restaurant,2022-03-17T09:56:00,2022-03-17T17:51:00,"1530 Rivercrest Blvd, Allen, Texas, 75002",Allen,COLLIN COUNTY,33.1080324823,-96.6299879722
NV Mart,76675,29,8218.22,Restaurant,2022-03-17T13:51:00,2022-03-17T17:50:00,"2660 E Trinity Mills Rd, Carrollton, Texas, 75006",Carrollton,DALLAS COUNTY,32.9859018666,-96.8610388212
NV Mart,89641,23,4318.93,Restaurant,2022-03-17T12:55:00,2022-03-17T16:11:00,"100 N University Dr, Fort Worth, Texas, 76107",Fort Worth,TARRANT COUNTY,32.7602581832,-97.3611061822
NV Mart,77844,64,5142.6,Restaurant,2022-03-17T09:56:00,2022-03-17T16:53:00,"6701 Woodway Dr, Fort Worth, Texas, 76133",Fort Worth,TARRANT COUNTY,32.6460110408,-97.3772202234
NV Mart,56504,27,9093.35,Business,2022-03-17T09:02:00,2022-03-17T16:55:00,"8915 S Hampton Rd, Dallas, Texas, 75232",Dallas,DALLAS COUNTY,32.6395889943,-96.8572275698
NV Mart,97185,27,6038.59,Retailer,2022-03-17T10:21:00,2022-03-17T16:12:00,"1900 W Pleasant Run Rd, Lancaster, Texas, 75146",Lancaster,DALLAS COUNTY,32.6041324961,-96.7967269927
NV Mart,64325,31,3331.67,Retailer,2022-03-17T09:18:00,2022-03-17T17:11:00,"11411 Leona St, Frisco, Texas, 75035",Frisco,COLLIN COUNTY,33.1905825358,-96.780112971
NV Mart,59678,61,6195.57,Business,2022-03-17T11:59:00,2022-03-17T16:24:00,"3500 Crenshaw Ave, Fort Worth, Texas, 76105",Fort Worth,TARRANT COUNTY,32.7183714661,-97.273998846
NV Mart,52021,45,955.76,Retailer,2022-03-17T11:22:00,2022-03-17T17:21:00,"1300 19th St, Plano, Texas, 75074",Plano,COLLIN COUNTY,33.0259924675,-96.6968370027
